TITLE,"Catullus, Carmina",LOCALDEF
GENITOR,"63_59, 64_27, 64_117, 64_401, 88_6","father; pl., parents"
GENS,"34_24, 79_2, 79_3, 101_1","race, people, nation; clan; class, set, kind"
GENTILIS/1,68_123,"a member of the same gens, i.e., a distant relative"
GENVS/1,"61_2, 61_227, 63_62, 64_23, 64_229, 66_48, 68_52, 114_3","stock, family; offspring; kind, type; way, method, mode"
GERMANVS/1,64_150,brother
GERMANVS/2,91_5,sister
GERO,"28_4, 61_9, 64_54, 64_295, 66_14","bear, conduct, carry on, do; wear"
GESTIO/2,51_14,"desire eagerly; act without restraint, exult"
GIGNO,"64_154, 90_3","create, beget, give birth to"
GINGIVA,"39_19, 97_6",the gums
GLABER/1,61_142,"a hairless, effeminate type of slave"
GLEBA,64_40,"a lump of earth, clod"
GLVBO,58_5,peel
GNOSIVS/A,64_172,of Cnossos; Cretan
GOLGI/N,"36_14, 64_96",a town in Cyprus noted for the worship of Aphrodite / Venus
GORTYNIVS/N,64_75,"of Gortyn, poet., Cretan"
GRABATVS,10_22,"a low, cheap bed, pallet, cot"
GRADIOR,11_9,"step, walk"
GRAECVS/A,68_102,Greek
GRAIVS/A,"68_109, 66_58",Greek
GRANDIS,80_6,grown up; big
GRATES,44_16,thanks
GRATIA,49_4,"good will, favor; pl., gratitude, thanks"
GRATVS,"2_b_1, 68_9, 96_1, 107_2, 107_3",pleasing
GRAVEDO,"44_13, 44_19",a cold in the head
GRAVIS,"63_22, 2_8, 17_25, 23_9, 68_62","heavy, grevious, severe; low–pitched"
GRAVITER,73_5,"heavily, harshly, greivously"
GREMIVM,"3_8, 45_2, 61_58, 61_217, 65_20, 66_56, 67_30, 68_132, 68_146",lap
GVRGES,"64_14, 64_18, 64_178, 64_183, 65_5",a swirling mass of water; sea
GVTTA,99_8,a drop; teardrop
GVTTVR,108_5,throat
GYMNASIVM,"63_60, 63_64",an athletic center
GYRVS,66_6,"circular course, orbit"
HABEO,"1_8, 6_15, 10_7, 10_28, 16_7, 17_2, 23_13, 24_10, 25_8, 29_3, 29_4, 30_6, 39_1, 39_7, 60_5, 62_13, 67_31, 73_6, 78_1, 97_6, 97_8, 114_2, 115_1","have, hold"
HABITO,69_6,live in; dwell
HADRIA/N,36_15,the Adriatic Sea
HADRIATICVM/N,4_6,"Adriatic, as neut, subst., the Adriatic Sea"
HAEDVS,17_15,"a young goat, kid"
HAEREO,"21_6, 64_316","stick, cling"
HAMADRYADES/N,61_23,a wood–nymph
HARPOCRATES/N,"74_4, 102_4",the Egyptian god of silence 
HARVSPICIVM,90_2,"divination, interpretation of omens"
HAVD,"64_16, 64_339, 66_35","part., not"
HEBE/N,68_116,"daughter of Zeus and Hera, goddess of youth, married to Hercules after his apotheosis"
HEDERA,61_34,ivy
HEDERIGER,63_23,"ivy–carrying, wearing ivy"
HELENA/N,68_87,"daughter of Zeus and Leda, wife of Menelaus, cause of Trojan War when Paris took her to Troy"
HELICONIVS/N,61_1,"of Helicon, the mountain in Boeotia that was sacred to Apollo and the Muses"
HELLEBORVM,99_14,"hellebore, any of a number of acrid and poisonous plants used medicinally, esp. as a cure for insanity"
HELLESPONTIVS/N,117_4,"of or belonging to the Hellespont, Hellespontic"
HELLESPONTVS/N,64_358,"the Hellespont or the Dardanelles, the channel near Troy linking the Propontis with the Aegean"
HELVOR,29_16,overspend on food and luxury
HENDECASYLLABVS,"12_10, 42_1","eleven–syllable verses of poetry, esp. lines of poetry in the Phalaecian meter; cutting or sarcastic verses"
HERA,"63_18, 63_92, 64_395, 68_136","a woman in relation to her sevants; mistress, i.e., the woman or goddess one serves (as opp. to a kept woman)"
HERCVLES/N,55_13,Greek hero who performed the Twelve Labors
HERES,64_346,heir
HERI,61_137,yesterday
HERIFVGA,63_51,a runaway slave
HERIVS/N,54_2,a Roman cognomen
HEROS,"64_23, 64_51, 64_343, 64_385",a hero
HERVS,"4_19, 31_12, 61_116, 68_76, 68_78, 68_114",master
HESPERVS/N,"62_20, 62_26, 62_32, 62_35, 64_329",the evening star
HESTERNVS,"50_1, 64_377",of or belonging to yesterday
HEV,"64_94, 77_5, 77_5, 77_6, 77_6, 101_6","interj., alas"
HIBERNVS,80_2,of winter
HIC/1,"1_8, 4_6, 4_14, 4_24, 4_25, 6_5, 6_9, 11_13, 12_4, 12_16, 13_6, 14_8, 14_16, 14_20, 15_13, 16_10, 17_7, 17_17, 21_2, 22_9, 22_12, 22_13, 23_18, 23_24, 24_2, 24_8, 24_9, 29_1, 29_5, 29_9, 29_21, 29_21, 31_11, 36_9, 37_14, 39_7, 39_18, 39_21, 42_15, 45_8, 45_14, 45_17, 50_5, 50_16, 50_21, 53_4, 56_6, 57_8, 61_64, 61_69, 61_74, 61_146, 62_53, 63_11, 63_27, 63_37, 63_58, 63_78, 63_84, 64_50, 64_86, 64_120, 64_130, 64_139, 64_140, 64_175, 64_202, 64_232, 64_238, 64_256, 64_283, 64_292, 64_294, 64_307, 64_320, 64_366, 65_16, 65_24, 66_75, 67_31, 67_42, 68_2, 68_19, 68_26, 68_32, 68_34, 68_44, 68_46, 68_63, 68_129, 68_149, 68_152, 69_7, 74_3, 76_6, 76_8, 76_14, 76_15, 76_15, 76_16, 76_20, 76_25, 76_26, 79_3, 83_2, 83_6, 84_7, 84_8, 86_2, 91_2, 91_2, 91_6, 94_2, 97_3, 97_5, 97_9, 100_3, 100_3, 101_2, 101_7, 107_2, 107_3, 107_7, 109_2, 109_6, 115_7, 116_5, 117_1",this
HIC/2,"10_21, 10_24, 27_7, 44_13, 55_12, 64_269, 66_71, 67_37, 67_39, 68_28, 116_6","here, in this place; in the present case or circumstances"
HIEMS,"68_82, 95_2",winter
HILARIS,61_11,cheerful
HILARO,63_18,"cheer, gladden"
HINC,"14_21, 27_5, 63_74, 68_10, 68_133",from this place or point
HIRCVS,"37_5, 71_1",he goat
HISCO,98_6,begin to open; open the mouth to speak
HIVLCO,68_62,cause to crack open
HODIE,61_137,today
HOMO,"3_2, 7_8, 9_10, 10_16, 10_20, 17_12, 22_2, 24_7, 30_4, 30_6, 45_25, 61_48, 64_50, 64_95, 64_396, 67_27, 67_47, 68_141, 76_2, 76_4, 76_7, 78_3, 78_5, 81_2, 93_2, 112_1, 112_1, 115_8","generic word for human; person, plur. people"
HORA,"38_3, 62_30, 64_191, 80_4, 99_3",hour
HORREO,"14_b_3, 64_159","bristle; shudder or tremble at, fear; regard with awe or dread"
HORRIBILIS,"11_11, 14_12, 26_5, 64_264, 84_10","fearful, dreadful; rough, uncouth"
HORRIDVS,"4_8, 64_205","rough, rugged, wild, uncouth, harsh"
HORRIFICO,64_270,"roughen, ruffle"
HORTALVS/N,"65_2, 65_15","cognomen of person in poem 65, likely Q. Hortensius Hortalus"
HORTENSIVS/N,95_3,"Roman nomen gentile, e.g., of Q. Hortensius Hortalus"
HORTOR,64_396,"exhort, urge on"
HORTVLVS,61_92,garden (dim. of hortus)
HORTVS,62_39,garden
HOSPES,"4_1, 64_98, 64_176, 68_12, 68_157, 81_4","guest, visitor; stranger"
HOSTIA,68_76,a sacrificial animal
HOSTIS,"62_24, 63_77, 64_339",enemy
HVC,"3_9, 10_5, 15_7, 58_b_5, 61_8, 61_9, 61_26, 61_34, 61_34, 61_43, 64_195, 64_195, 68_36, 68_153, 75_1",to this place or point; to this total or amount
HVMANVS,64_20,human; of or with a mortal human being
HVMIDVS,63_87,damp
HVMILIS,64_39,low
HVMOR,61_25,moisture
HVMVS,61_14,"earth, ground"
HYACINTHINVS,61_93,of the hyacinth; hyacinth–colored
HYDROCHOEVS/N,66_94,"Gk. water pourer, the constellation Aquarius"
HYMEN/N,"61_4, 61_5, 61_39, 61_40, 61_49, 61_50, 61_59, 61_60, 61_124, 61_125, 61_144, 61_145, 61_149, 61_150, 61_154, 61_155, 61_159, 61_160, 61_164, 61_165, 61_169, 61_170, 61_174, 61_175, 61_179, 61_180, 61_184, 61_185, 61_189, 61_190, 62_5, 62_5, 62_10, 62_10, 62_19, 62_19, 62_25, 62_25, 62_31, 62_31, 62_38, 62_38, 62_48, 62_48, 62_58_b, 62_58_b, 62_66, 62_66",refrain chanted at Greek weddings; personified as god of marriage
HYMENAEVS/N,"62_4, 64_20, 64_141, 66_11, 61_4, 61_5, 61_39, 61_40, 61_49, 61_50, 61_59, 61_60, 61_124, 61_125, 61_144, 61_145, 61_149, 61_150, 61_154, 61_155, 61_159, 61_160, 61_164, 61_165, 61_169, 61_170, 61_174, 61_175, 61_179, 61_180, 61_184, 61_185, 61_189, 61_190, 62_5, 62_5, 62_10, 62_10, 62_19, 62_19, 62_25, 62_25, 62_31, 62_31, 62_38, 62_38, 62_48, 62_48, 62_58_b, 62_58_b, 62_66, 62_66","the Greek wedding refrain, hymeneal; personified as god of marriage; pl. marriage"
HYPERBOREI/N,115_6,a legendary people of the far north
HYRCANI/N,11_5,"a native of Hyrcania, a country at the southeast side of the Caspian Sea"
IACCHVS/N,64_251,Bacchus
IACEO,"6_6, 7_4, 17_19, 32_10, 50_15","lie, recline"
IACIO,"63_23, 64_244",throw
IACTO,"64_97, 64_111, 64_257, 68_63","throw; toss about, torment"
IAM,"1_5, 8_9, 8_12, 10_7, 30_2, 30_3, 30_3, 44_18, 46_1, 46_2, 46_7, 46_8, 55_13, 61_97, 61_134, 61_183, 61_191, 61_202, 62_3, 62_3, 62_4, 62_4, 62_18, 62_18, 64_143, 64_167, 64_328, 68_65, 68_65, 75_3, 76_10, 76_18, 76_23, 84_12, 99_13, 99_16, 62_52, 63_73, 63_73",now
IAMBVS,"36_5, 40_2, 54_6","an iamb or iambic verse; (pl.) invective verse, esp. that written in iambic meter"
IAMDVDVM,64_374,now for a long time
IANVA,"61_76, 63_65, 67_3, 67_12, 67_14, 67_37, 68_115","door to a house, other building, or heaven"
IBERI/N,"9_6, 12_14","the Iberians or Spaniards (properly, the inhavitants of the valley of the Hiberius); ex Hiberis = from the country of the Spaniards"
IBERVS/N,"29_19, 37_20, 64_227","of Iberia, Spanish"
IBI,"8_6, 63_4, 63_42, 63_48, 63_76, 63_90, 66_33","there, in that place; then, there and then"
ICTVS,63_79,"stroke, blow, impact"
IDA/N,"63_30, 63_52, 63_70","Mount Ida, a range in the Troad (western Phrygia), a center of Cybele worship"
IDAEVS/A,64_178,of Mt. Ida
IDALIVM/N,"36_12, 61_17, 64_96",town in Cyprus sacred to Aphrodite/Venus
IDEM,"22_3, 22_14, 22_15, 22_18, 25_4, 30_9, 61_148, 62_34, 62_35, 62_43, 62_54, 66_7, 84_8, 103_4","pron. & adj., the same, the same person; w/ adverbial & sts. adversative force, likewise, at the same time"
IDENTIDEM,"11_19, 51_3","repeatedly, continually"
IDEO,91_1,for the reason (that)
IDRVS/N,64_300,eponymous founder of Idrias in Caria
IEIVNVS,68_79,"fasting, hungry, starved"
IGITVR,"62_16, 67_19, 68_31","conj., therefore"
IGNARVS,"64_164, 64_403","ignorant, uncomprehending"
IGNIS,"23_2, 35_15, 36_18, 45_16, 59_4, 62_7, 62_20, 62_26, 100_6","fire; funeral pyre; any luminous object in the sky, such as a star; love's fire"
IGNOSCO,"35_16, 68_31",forgive (w/ dat.)
IGNOTVS,"62_40, 68_11",unknown
ILIA,"11_20, 80_8, 63_5","groin, genitals"
ILIACVS/A,68_86,"of Ilium, Trojan"
ILLE,"3_5, 3_8, 3_12, 4_1, 5_11, 8_6, 8_9, 10_24, 10_31, 11_22, 22_4, 22_9, 24_6, 24_10, 29_6, 32_4, 35_12, 39_4, 39_6, 42_7, 45_12, 47_4, 51_1, 51_2, 57_4, 57_8, 58_1, 58_2, 58_b_1, 61_176, 61_206, 61_226, 62_42, 62_44, 62_55, 63_25, 63_89, 64_11, 64_16, 64_69, 64_73, 64_91, 64_99, 64_108, 64_124, 64_167, 64_288, 64_343, 64_348, 64_376, 65_23, 66_7, 66_9, 66_43, 66_85, 67_20, 67_23, 67_27, 67_36, 67_41, 68_34, 68_35, 68_44, 68_117, 68_143, 68_147, 68_148, 68_152, 69_3, 71_6, 76_23, 76_23, 82_3, 83_2, 86_3, 92_3, 97_3, 97_11, 99_13, 100_3, 100_3, 102_3","demonst. adj. and pron., that; he, she, it."
ILLEPIDVS,"6_2, 10_4, 36_17","unbecoming, ungraceful, awkward"
ILLIC/1,"6_9, 50_5","pron., that person or thing"
ILLIC/2,"10_14, 10_21, 68_35","there, at that place"
ILLINC,"50_7, 68_133",from there
ILLVC,"3_9, 14_22, 15_7, 84_11","thither, to that place"
IMAGINOSVS,41_8,full of images; aes imaginosum: mirror
IMBER,"62_41, 68_56",rain; (metaph.) a shower of tears
IMBVO,"4_17, 64_11, 64_397","drench, steep; dip or wet for the first time; inaugurate, give first experience"
IMMATVRVS,96_5,"unripe, immature; premature, untimely"
IMMEMOR,"30_1, 64_58, 64_123, 64_135, 64_248","forgetful, heedless, feckless"
IMMERENS,"44_8, 54_7","undeserving, unoffending"
IMMINEO,61_173,be intent on
IMMITIS,"64_94, 64_138, 64_245","ungentle, pitiless, violent"
IMMO,"73_4, 77_2","particle, correcting a previous statement"
IMMVNDVS,97_3,unclean
IMPELLO,"15_15, 66_53","beat against, drive, compel"
IMPENDEO,64_286,hang above
IMPENSVS,72_5,"more immoderately, more excessively"
IMPERATOR,"29_11, 54_7","ruler, commander"
IMPERIVM,"63_80, 68_114",command
IMPETVS,"4_3, 63_89",forceful or rapid movement; attack
IMPIVS,"14_7, 23_10, 30_4, 64_403, 64_404, 67_25, 68_123, 90_4","wicked, irreligious, without pietas"
IMPLICO,"61_35, 61_107, 61_108","entwine, entangle"
IMPLORO,68_65,ask for something with entreaty
IMPOTENS,"4_18, 8_9, 35_12","powerless; lacking in self–control, hence headstrong, wild, violent, intemperate"
IMPRIMO,57_5,"press on, imprint"
IMPROBVS,"68_126, 57_1, 57_10","morally unsound, wicked, flagrant, shameless; wanton"
IMPVDICVS,"29_2, 29_10","sexually immoral, licentious"
IMPVNE,"78_b_3, 99_3","without punishment, with impunity"
IMPVRVS,"66_84, 108_2","dirty; morally foul, impure"
IMVLVS,25_2,"lowest, deepest"
IN,"2_2, 4_11, 4_16, 4_17, 4_21, 10_6, 10_23, 11_2, 11_5, 12_2, 15_7, 15_8, 15_15, 17_3, 17_4, 17_6, 17_9, 17_13, 17_19, 17_25, 17_26, 21_3, 22_5, 22_17, 22_19, 22_21, 23_20, 24_3, 25_13, 28_6, 29_12, 30_5, 30_8, 31_2, 31_6, 33_5, 34_1, 36_18, 38_3, 39_17, 40_2, 40_5, 44_6, 44_11, 44_14, 45_2, 45_6, 45_16, 45_23, 47_7, 49_3, 50_2, 52_2, 55_3, 55_4, 55_4, 55_5, 55_6, 55_12, 55_14, 55_18, 57_7, 58_4, 59_2, 60_4, 61_38, 61_56, 61_91, 61_101, 61_108, 61_123, 61_172, 61_192, 62_39, 62_49, 63_38, 63_58, 63_79, 63_89, 64_8, 64_48, 64_54, 64_57, 64_72, 64_88, 64_98, 64_105, 64_119, 64_128, 64_133, 64_149, 64_151, 64_160, 64_167, 64_168, 64_174, 64_176, 64_216, 64_217, 64_242, 64_313, 64_317, 64_349, 64_387, 64_394, 65_15, 66_7, 66_35, 66_43, 66_56, 66_59, 66_64, 66_67, 67_8, 67_30, 68_6, 68_24, 68_41, 68_50, 68_52, 68_54, 68_57, 68_61, 68_63, 68_71, 68_83, 68_96, 68_104, 68_108, 68_122, 68_132, 68_134, 68_139, 68_156, 70_4, 76_5, 76_18, 76_21, 81_1, 84_7, 86_4, 87_4, 90_6, 91_2, 91_9, 91_10, 97_7, 98_1, 98_1, 99_4, 100_8, 101_10, 113_3, 114_2, 115_4, 116_4, 117_3","prep. w/ abl., in, on; w/acc., into, onto, against"
INAMBVLATIO,6_11,a walking or similar movement
INANIS,"28_1, 66_41","empty, empty–handed; foolish; vain, futile, unprofitable"
INAVRO,81_4,to plate with gold
INCANDEO,64_13,become white or hoary
INCEDO/1,42_8,"arrive, step up; strp or walk (esp. in a slow or stately manner), strut"
INCENDIVM,"23_9, 64_226","conflagration; inflammation, agony"
INCENDO,"50_8, 64_19, 64_97, 64_253",set of fire; inflame
INCIDO/1,"4_21, 10_5, 10_19","fall or impinge upon, occur"
INCINGO,"64_258, 64_308",wrap
INCIPIO,"62_18, 68_75, 81_2",begin
INCITO/1,"63_93, 2_4, 16_9, 63_85, 64_270","incite, provoke, stir"
INCOHO,"35_13, 35_18","start work on, begin"
INCOLA,"64_228, 66_58",inhabitant
INCOLO/2,66_88,"inhabit, dwell in"
INCOLVMIS,9_6,safe and sound
INCOMMODVM,"14_23, 68_11","detriment, harm; pl., misfortune"
INCREBRESCO,64_274,"intensify, increase in frequency"
INCVLTVS/2,"62_56, 64_350",unkempt
INCVRVO,64_183,bend
INDE,"66_59, 4_18, 29_18, 64_112, 64_225, 64_298","thence, from that point"
INDIA/N,45_6,"an ill–defined region of Asia, extending from the present subcontinent of India to the borders of China; popularly confused with Ethiopia, Arabia, etc."
INDICO/1,"61_225, 64_51","reveal, declare, disclose, show"
INDIDEM,61_214,from the same place
INDIGNVS,"101_6, 37_15, 66_86",unworthy; undeserved
INDISTINCTVS,64_283,"indiscriminate, disordered, not arranged by type"
INDOMITVS,"50_11, 63_33, 64_54, 64_107, 64_173, 68_118, 103_2, 103_4",untamed; indomitable; violent
INDVCO,30_8,"lead or bring in, admit"
INDVS/N,"11_2, 64_48",a native of India
INELEGANS,6_2,"inelegant, clumsy, infelicitous"
INEPTIAE,"6_14, 14_b_1","instances of folly, frivolities"
INEPTIO,8_1,"play the fool, be silly"
INEPTVS,"12_4, 17_2, 25_8, 39_16, 39_16","foolish, gauche, awkward"
INERS,"61_131, 67_26","clusy; lazy, idle, useless"
INFACETIAE,36_19,"clumsiness, gaucheries, blunders"
INFACETVS,"22_14, 22_14, 43_8","boorish, gauche"
INFELIX,"36_8, 68_99","infertile; disastrous, unlucky"
INFERIAE,"101_2, 101_8",offerings made to a dead person's manes; rites in honor of the dead
INFERO,"64_42, 67_47, 68_71, 68_122","bring in; bring on, incur; enter (as in a document, will, etc.)"
INFERVS,"60_2, 64_93, 64_125, 64_198, 76_21","lowest, deepest"
INFESTVS,"15_10, 64_355, 66_73, 99_11, 116_4","hostile, warlike; troublesome"
INFICIO,"64_225, 64_243",dyed
INFIRMVS,"64_305, 64_351","feeble, weak"
INFLECTO,"64_10, 64_255",bend
INFVNDO/2,64_224,pour in or on
INGENERO,61_215,"engender, produce children"
INGENS,115_5,"huge, vast"
INGENVVS,"61_83, 68_38, 110_5","native, natural; befitting a free–born person, generous, frank; (m. or f. subst.) a freeborn person"
INGERO,27_2,"bring in, pour"
INGRATVS,"64_103, 68_142, 73_3, 76_6, 76_9","thankless, unwelcome, disagreeable"
INGREDIOR,64_246,enter
INGVEN,60_2,groin (pl.) loins
INHIBEO,91_4,restrain
INICIO,"35_10, 64_153",throw in or on
INIMICVS/2,"108_3, 110_3","unfriendly; as m. or f. subst. w/ gen., enemy, opponent"
INIQVVS/2,30_7,"uneven; unfair, ill–disposed"
INITIVM,63_9,"beginning; pl. rites, mysteries, and objects used in such rites"
INIVRIA,72_7,unlawful conduct; injurious treatment
INIVSTVS,64_75,unjust
INNITOR/2,68_72,"lean on, put one's weight on, press"
INNVPTVS,"62_6, 62_12, 62_36, 64_78, 64_402",unwed
INOBSERVABILIS,64_115,undetectable to the eye; difficult to trace or observe
INOPS,64_197,destitute; defenseless; powerless
INQVINO,"33_3, 23_23","make dirty, soil, stain"
INQVIO,"10_14, 10_18, 10_25, 10_27, 13_6, 24_7, 45_2, 45_13, 55_11, 63_78, 72_7",say
INSAPIENS,43_8,"unwise, foolish"
INSCIVS,61_222,unknowing
INSIDIAE,"15_16, 21_7, 84_2, 84_2, 84_4","ambush, plot"
INSOLENTER,25_12,contrary to custom; immoderately; arrogantly
INSPERANS,"107_2, 107_5",not hoping or expecting
INSTAR,"17_12, 115_1","(indecl.): the equivalent or equal; adverbial w/ gen., to the extent (of)"
INSTITVO,110_2,"establish; begin, set out"
INSTO,66_50,"to stand upon, take a position; draw near, threaten, insist"
INSTRVO,21_7,"construct, arrange"
INSVLA,"4_7, 29_12, 31_1, 31_1, 64_184",island
INSVLSVS,"10_33, 17_12, 37_6","witless, stupid"
INSVLTO,64_169,"leap or trample on; behave insultingly, scoff"
INTACTVS/2,"62_45, 62_56","untouched, unscathed"
INTEGELLVS,15_4,"untouched, uninjured, safe (dim. of integer)"
INTEGER,"34_2, 34_3, 61_36","untouched, unimpaired by age, unblemished; virgin, unmarried"
INTER,"7_5, 68_97, 109_2","prep. w/ acc., between, among"
INTEREA,"14_21, 36_18, 64_305, 95_3, 101_7","in the meantime; with adversative force, in these circumstances"
INTEREO/1,108_2,die
INTERFICIO,69_9,kill
INTERIOR,"35_15, 61_177",inner
INTERITVS,68_25,violent or untimely death
INTESTINVS,"77_3, 108_6","internal, personal"
INTORQVEO,64_235,twisted or twined
INTRA/2,66_17,"prep. w/ acc., within, inside"
INVENIO,"68_121, 89_6, 102_3","meet, find; acquire, get"
INVENVSTVS,"10_4, 12_5, 36_17","not venustus, unlovely, unattractive"
INVICTVS,64_204,unvanquished
INVIDEO,"5_12, 64_170",to look at with ill will or envy; begrudge
INVISO,"31_4, 64_233, 64_384, 66_20, 62_58",go to see; look upon
INVITVS,"8_13, 64_219, 66_39, 66_40, 68_78, 76_12",unwilling
INVOCO,61_52,"call upon, invoke"
INVOLO/2,25_6,"fly at, swoop down upon (to steal)"
INVRO,25_11,"burn, burn in, brand"
IO,"61_124, 61_124, 61_125, 61_144, 61_144, 61_145, 61_149, 61_149, 61_150, 61_154, 61_154, 61_155, 61_159, 61_159, 61_160, 61_164, 61_164, 61_165, 61_169, 61_169, 61_170, 61_174, 61_174, 61_175, 61_179, 61_179, 61_180, 61_184, 61_184, 61_185, 61_189, 61_189, 61_190","interj., a ritual exclamation, yo!"
IOCATIO,61_127,jesting
IOCOR,"2_6, 21_5",joke
IOCOSVS,"36_10, 8_6, 56_1, 56_4","full of laughs, jolly, happy"
IOCVS,"12_2, 42_3, 50_6","joke, jest"
IONIVS/N,"84_11, 84_12, 84_12","Ionian, spec. of the Ionian sea, west of Greece and south of Italy"
IPSE,"2_9, 3_7, 10_9, 16_6, 17_22, 21_10, 22_17, 31_5, 44_20, 55_9, 59_3, 61_57, 62_60, 62_61, 63_45, 63_56, 63_85, 64_9, 64_21, 64_26, 64_27, 64_43, 64_67, 64_81, 64_180, 64_207, 64_248, 64_283, 65_4, 66_57, 67_4, 67_12, 67_30, 68_13, 68_146, 68_146, 68_156, 68_159, 70_2, 71_6, 74_3, 74_3, 74_5, 75_2, 76_18, 76_25, 88_8, 94_2, 95_7, 101_5, 107_5, 114_6, 115_7","pron., adj., himself, herself, itself; acting of his/her/its own accord; as subst. master or mistress"
IPSITHILLA/N,32_1,"is the courtesan to whose house Catullus seeks an invitation for an amorous afternoon in poem 32. She belongs to a class comparable to that of the Greek hetaera, common in Rome in the last two centures of the Republican era. Many such women mov"
IRA,"64_194, 68_139",wrath
IRASCOR,"38_6, 54_6","feel resentment, be angry"
IRATVS,83_6,"angry, furious, wrathful"
IRRIGO,61_29,"make wet, flood, drench"
IRRITVS,"30_10, 64_59, 64_142, 66_85","not ratified, null and void; empty, unfulfilled, vain"
IRRVMATIO,21_8,the act of forcing another person to give oral sex
IRRVMATOR,10_12,"a man who compels others to perform fellatio (oral sex); hence, one who treats others with contempt"
IRRVMO,"16_1, 16_14, 21_13, 28_10, 37_8, 74_5","to force someone to give oral sex (fellatio), as a means of humiliating him"
IS,"10_9, 10_30, 17_22, 17_23, 21_9, 21_10, 23_21, 29_11, 29_23, 35_14, 42_6, 42_10, 63_43, 63_54, 64_122, 66_19, 66_35, 66_55, 68_9, 68_30, 68_38, 68_67, 68_68, 68_68, 68_147, 76_16, 78_b_1, 78_b_3, 82_3, 84_5, 85_1, 88_1, 88_3, 89_4, 91_8, 91_9, 98_2, 99_3, 99_7, 109_4","this, that"
ISTE,"4_10, 6_12, 10_26, 10_28, 14_2, 14_6, 15_7, 17_21, 22_1, 24_5, 28_4, 28_10, 29_13, 39_20, 41_3, 61_148, 67_12, 71_3, 80_1, 81_3, 98_3, 116_7","pron. & pron. adj., this (which you have or see); this"
ISTIC/1,"67_15, 67_37","that which you have, mention, or refer to"
ISTIC/2,37_14,"there by you, over where you are"
ISTINC,76_11,"from the place you are in, from this situation of yours"
ITA,"61_196, 63_44, 63_49, 63_77, 64_84, 64_315, 66_18, 67_9, 68_37, 75_2, 97_1",so
ITALI/N,1_5,an Italian
ITAQVE,"63_6, 63_35","accordingly, in consequence, so"
ITEM,61_36,"similarly, likewise"
ITER,"3_11, 34_18, 64_359, 68_60","journey, path, road, course"
ITERO,66_93,"to do a second time, repeat"
ITERVM,"42_18, 54_6, 64_23_b, 113_2",again; for the second time
ITONVS/N,64_228,Boeotian town famous for its cult of Athena
ITYLVS/N,65_14,"Itys, son of Tereus and Procne, killed by Procne"
IVBA,63_83,mane
IVBEO,"27_3, 30_7, 32_3, 32_4, 32_9, 64_140","order, bid"
IVCVNDVS,"50_16, 9_9, 14_2, 46_3, 62_26, 62_47, 64_161, 64_215, 64_284, 66_82, 67_1, 67_1, 68_16, 68_93, 109_1","pleasant, delightful"
IVDEX,61_19,judge
IVGALIS,64_302,yoke–bearing; matrimonial
IVGERVM,115_1,"a measure of land, about two–thirds of an acre"
IVGO,64_21,"join, hitch, yoke"
IVGVM,"4_11, 63_33, 63_76, 63_84, 68_118",yoke; ridge
IVNGO,"62_29, 63_76, 66_66, 66_79, 78_3","yoke, join, unite"
IVNIA/N,61_16,a woman of the gens Iulia
IVNO/N,"34_14, 68_138","Juno, consort of Jupiter, identified with Gk. Hera"
IVPPITER/N,"1_7, 4_20, 7_5, 34_6, 55_5, 64_26, 64_171, 66_30, 66_48, 67_2, 68_140, 70_2, 72_2","Juppiter or Zeus, chief of the Olympian gods; by metonymy, the weather, wind, sky"
IVRE,62_16,rightly
IVRO,"64_143, 64_146",swear an oath
IVS/1,"62_65, 66_83, 71_1, 102_3","law; right; legal standing, authority, jurisdiction; (sing. or pl.) code"
IVSTIFICVS,64_406,just
IVSTITIA,64_398,justice
IVSTVS,64_190,just
IVVENCA,63_33,"a young cow, heifer"
IVVENCVS/1,"62_53, 62_55, 64_38, 64_257","young bull or ox, bullock"
IVVENIS/1,"61_56, 62_1, 62_6, 62_23, 64_4, 64_58, 64_78, 64_181, 64_214, 100_2","youth, young man"
