TITLE,PRINCIPAL_PARTS,PRINCIPAL_PARTS_NO_DIACRITICALS,SIMPLE_LEMMA,SHORT_DEFINITION,LONG_DEFINITION,PART_OF_SPEECH,LOGEION_LINK,ROW_FILTERS,CONJUNCTION,DECLENSION,PROPER,REGULAR,STOPWORD
ΓΟΡΤΥΣ,Γόρτυς –υνος ὁ,Γορτυς –υνος ο,Γορτυς,"Gortys, founder of Gortyn","Gortys, founder of Gortyn",Noun,http://logeion.uchicago.edu/index.html#Γόρτυς,,,3,T,,
ΓΟΥΝ,γοῦν (Ion. γῶν),γουν (Ion. γων),γουν,"at least then, at any rate (γε οὖν)","at least then, at any rate, any way",Particle,http://logeion.uchicago.edu/index.html#γοῦν,,,,,,
ΓΟΥΝΑΖΟΜΑΙ,γουνάζομαι γουνάσομαι γουνασάμεσθα,γουναζομαι γουνασομαι γουνασαμεσθα,γουναζομαι,to clasp by the knees: implore,to clasp by the knees: implore,Verb,http://logeion.uchicago.edu/index.html#γουνάζομαι,,,,,,
ΓΟΥΝΕΥΣ,Γουνεύς –έως ὁ,Γουνευς –εως ο,Γουνευς,Guneus,Guneus,Noun,http://logeion.uchicago.edu/index.html#Γουνεύς,,,3,T,,
ΓΟΥΝΟΟΜΑΙ,γουνόομαι – – – – –,γουνοομαι – – – – –,γουνοομαι,to clasp by the knees: implore,to clasp by the knees: implore,Verb,http://logeion.uchicago.edu/index.html#γουνόομαι,,,,,,
ΓΟΥΝΟΣ,γουνός –οῦ ὁ,γουνος –ου ο,γουνος,a hill,a hill,Noun,http://logeion.uchicago.edu/index.html#γουνός,,,2,,,
ΓΡΑΙΑ,γραῖα –ας ἡ,γραια –ας η,γραια,an old woman,an old woman,Noun,http://logeion.uchicago.edu/index.html#γραῖα,,,1,,,
ΓΡΑΙΑ/2,Γραῖα –ας ἡ,Γραια –ας η,Γραια,"Graea, a town in Boeotia","Graea, a town in Boeotia",Noun,http://logeion.uchicago.edu/index.html#Γραῖα,,,1,T,,
ΓΡΑΜΜΑ,γράμμα –ατος τό,γραμμα –ατος το,γραμμα,"written thing, letter","(drawing, scratch) letter, character, writing, document",Noun,http://logeion.uchicago.edu/index.html#γράμμα,,,3,,,
ΓΡΑΜΜΑΤΙΣΤΗΣ,γραμματιστής –οῦ ὁ,γραμματιστης –ου ὁ,γραμματιστης,schoolmaster,"clerk, school master",Noun,http://logeion.uchicago.edu/index.html#γραμματιστής,,,2,,,
ΓΡΑΠΤΥΣ,γραπτύς –ύος ἡ,γραπτυς –υος η,γραπτυς,"a scratching, tearing","a scratching, tearing",Noun,http://logeion.uchicago.edu/index.html#γραπτύς,,,3,,,
ΓΡΑΥΣ,γραῦς γρᾱός ἡ,γραῦς γρᾱος η,γραῦς,old woman,an old woman,Noun,http://logeion.uchicago.edu/index.html#γραῦς,,,3,,,
ΓΡΑΦΕΥΣ,γραφεύς –έως ὁ,γραφευς –εως ο,γραφευς,writer; painter,a painter,Noun,http://logeion.uchicago.edu/index.html#γραφεύς,,,3,,,
ΓΡΑΦΗ,γραφή –ῆς ἡ,γραφη –ης η,γραφη,drawn thing; writing,"drawing, writing; indictment",Noun,http://logeion.uchicago.edu/index.html#γραφή,,,1,,,
ΓΡΑΦΙΚΗ,γραφική –ῆς ἡ,γραφικη –ης η,γραφικη,writing; painting,but yet,Noun,http://logeion.uchicago.edu/index.html#γραφική,,,1,,,
ΓΡΑΦΩ,γράφω γράψω ἔγραψα γέγραφα γέγραμμαι ἐγράφην,γραφω γραψω εγραψα γεγραφα γεγραμμαι εγραφην,γραφω,"to write, paint","to scratch, draw, write",Verb,http://logeion.uchicago.edu/index.html#γράφω,,,,,,
ΓΡΗΝΙΚΟΣ,Γρήνικος –ου ὁ,Γρηνικος –ου ο,Γρηνικος,Granicus,Granicus,Noun,http://logeion.uchicago.edu/index.html#Γρήνικος,,,2,T,,
ΓΡΥΝΕΙΑ,γρύνεια –ας ἡ,γρυνεια –ας η,γρυνεια,Gryneia,Gryneia,Noun,http://logeion.uchicago.edu/index.html#Γρύνεια,,,1,T,,
ΓΡΥΨ,γρύψ –υπός ὁ,γρυψ -υπος ο,γρυψ,a griffin,a griffin,Noun,http://logeion.uchicago.edu/index.html#γρύψ,,,3,,,
ΓΥΑΛΟΝ,γύαλον –ου τό,γυαλον –ου το,γυαλον,a hollow,a hollow,Noun,http://logeion.uchicago.edu/index.html#γύαλον,,,2,,,
ΓΥΓΑΔΑΣ,γυγάδας ὁ,γυγαδας ο,γυγαδας,of Gyges,of Gyges,Adjective,http://logeion.uchicago.edu/index.html#Γυγάδας,,,99,T,,
ΓΥΓΑΙΗ,Γυγαίη –ης ἡ,Γυγαιη –ης η,Γυγαιη,Gygaea,Gygaea,Noun,http://logeion.uchicago.edu/index.html#Γυγαίη,,,1,T,,
ΓΥΓΗΣ/2,Γύγης –ου ὁ,γυγης –ου ο,γυγης,Gyges,Gyges,Noun,http://logeion.uchicago.edu/index.html#Γύγης,,,1,T,,
ΓΥΗΣ,γύης –ου ὁ,γυης –ου ο,γυης,part of plough; pl. lands,part of plough; pl. lands,Noun,http://logeion.uchicago.edu/index.html#γύης,,,1,,,
ΓΥΙΟΝ,γυῖον –ου τό,γυιον –ου το,γυιον,"only pl., joints",a limb,Noun,http://logeion.uchicago.edu/index.html#γυῖον,,,2,,,
ΓΥΙΟΠΕΔΗ,γυιοπέδη –ης ἡ,γυιοπεδη -ης η,γυιοπεδη,a fetter,a fetter,Noun,http://logeion.uchicago.edu/index.html#γυιοπέδη,,,1,,,
ΓΥΙΟΩ,γυιόω γυιώσω,γυιοω γυιωσω,γυιοω,to lame,to lame,Verb,http://logeion.uchicago.edu/index.html#γυιόω,,,,,,
ΓΥΜΝΑΖΩ,γυμνάζω γυμνάσω ἐγύμνασα γεγύμνακα γεγύμνασμαι ἐγυμνάσθην,γυμναζω γυμνασω εγυμνασα γεγυμνακα γεγυμνασμαι εγυμνασθην,γυμναζω,"to train naked, train in gymnastic exercise","to train naked, train in gymnastic exercise",Verb,http://logeion.uchicago.edu/index.html#γυμνάζω,,,,,,
ΓΥΜΝΑΣΙΑΡΧΕΩ,γυμνασιαρχέω γυμνασιαρχήσω ἐγυμνασιάρχησα γεγυμνασιάρχηκα,γυμνασιαρχεω γυμνασιαρχησω εγυμνασιαρχησα γεγυμνασιαρχηκα,γυμνασιαρχεω,to be gymnasiarch,to be gymnasiarch,Verb,http://logeion.uchicago.edu/index.html#γυμνασιαρχέω,,,,,,
ΓΥΜΝΙΚΟΣ,γυμνικός –ή –όν,γυμνικος –η –ον,γυμνικος,"of or for gymnastic exercises, gymnastic","of or for gymnastic exercises, gymnastic",Adjective,http://logeion.uchicago.edu/index.html#γυμνικός,,,1,,,
ΓΥΜΝΟΣ,γυμνός –ή –όν,γυμνος –η –ον,γυμνος,"naked, unarmed","naked, unclad",Adjective,http://logeion.uchicago.edu/index.html#γυμνός,,,1,,,
ΓΥΜΝΟΩ,γυμνόω γυμνώσω ἐγύμνωσα ––– γεγύμνωμαι ἐγυμνώθην,γυμνοω γυμνώσω εγυμνωσα ––– γεγυμνωμαι εγυμνώθην,γυμνοω,to strip naked,to strip naked,Verb,http://logeion.uchicago.edu/index.html#γυμνόω,,,,,,
ΓΥΜΩΑΣΤΙΚΗ,γυμvωαστική –ῆς ἡ,γυμvωαστικη –ης η,γυμvωαστικη,gymnastics,but yet,Noun,http://logeion.uchicago.edu/index.html#γυμvωαστική,,,1,,,
ΓΥΝΑΙΚΕΙΟΣ,γυναικεῖος [–α] –ον,γυναικειος [–α] –ον,γυναικειος,of or belonging to women,of or belonging to women,Adjective,http://logeion.uchicago.edu/index.html#γυναικεῖος,,,1,,,
ΓΥΝΑΙΚΟΜΙΜΟΣ,γυναικόμιμος –ον,γυναικομιμος -ον,γυναικομιμος,aping women,aping women,Adjective,http://logeion.uchicago.edu/index.html#γυναικόμιμος,,,1,,,
ΓΥΝΑΙΚΩΝΙΤΙΣ,γυναικωνῖτις –ιδος ἡ,γυναικωνιτις –ιδος η,γυναικωνιτις,the women's apartments,the women's apartments,Noun,http://logeion.uchicago.edu/index.html#γυναικωνῖτις,,,3,,,
ΓΥΝΑΙΜΑΝΗΣ,γυναιμανής –ές,γυναιμανης –ες,γυναιμανης,mad for women,mad for women,Adjective,http://logeion.uchicago.edu/index.html#γυναιμανής,,,3,,,
ΓΥΝΑΙΟΣ,γύναιος –α –ον,γυναιος –α –ον,γυναιος,made to a woman,made to a woman,Adjective,http://logeion.uchicago.edu/index.html#γύναιος,,,1,,,
ΓΥΝΔΗΣ,γύνδης –εω ὁ,γυνδης –εω ο,γυνδης,Gyndes,Gyndes,Noun,http://logeion.uchicago.edu/index.html#Γύνδης,,,99,T,,
ΓΥΝΗ,γυνή γυναικός ἡ,γυνη γυναικος η,γυνη,woman,a woman,Noun,http://logeion.uchicago.edu/index.html#γυνή,,,3,,,
ΓΥΡΑΙ,Γυραί –ῶν αἱ,Γυραι –ων αι,Γυραι,the Gyraean rocks,the Gyraean rocks,Noun,http://logeion.uchicago.edu/index.html#Γυραί,,,1,T,,
ΓΥΡΟΣ/2,γυρός –ά –όν,γυρος –α –ον,γυρος,round,round,Adjective,http://logeion.uchicago.edu/index.html#γυρός,,,1,,,
ΓΥΡΤΙΑΔΗΣ,Γυρτιάδης –ου ὁ,Γυρτιαδης –ου ο,Γυρτιαδης,"Gyrtiades, son of Gyrtius","Gyrtiades, son of Gyrtius",Noun,http://logeion.uchicago.edu/index.html#Γυρτιάδης,,,1,T,,
ΓΥΡΤΩΝΗ,Γυρτώνη –ης ἡ,Γυρτωνη –ης η,Γυρτωνη,Gyrtone,Gyrtone,Noun,http://logeion.uchicago.edu/index.html#Γυρτώνη,,,1,T,,
ΓΥΨ,γύψ γυπός ὁ,γυψ γυπος ο,γυψ,a vulture,a vulture,Noun,http://logeion.uchicago.edu/index.html#γύψ,,,3,,,
ΓΩΝΙΑ,γωνία –ας ἡ,γωνια –ας η,γωνια,"a corner, angle","a corner, angle",Noun,http://logeion.uchicago.edu/index.html#γωνία,,,1,,,
ΓΩΡΥΤΟΣ,γωρυτός –οῦ ὁ,γωρυτος –ου ο,γωρυτος,"a bow-case, quiver","a bow-case, quiver",Noun,http://logeion.uchicago.edu/index.html#γωρυτός,,,2,,,
ΔANAH,δανάη –ης ἡ,δαναη –ης η,δαναη,Danae (Name),"Danae, daughter of Acrisius, and mother of Perseus",Noun,http://logeion.uchicago.edu/index.html#δαναη –ης,,,1,T,,
ΔΑ,δᾶ,δα,δα,oh! (exclamation),oh! (exclamation),Interjection,http://logeion.uchicago.edu/index.html#δᾶ,,,,,,
ΔΑΗΜΩΝ,δαήμων –ον,δαημων –ον,δαημων,"knowing, experienced in","knowing, experienced in",Adjective,http://logeion.uchicago.edu/index.html#δαήμων,,,3,,,
ΔΑΗΡ,δαήρ –έρος ὁ,δαηρ –ερος ο,δαηρ,"a husband's brother, brother, in-law","a husband's brother, brother, in-law",Noun,http://logeion.uchicago.edu/index.html#δαήρ,,,3,,,
ΔΑΙ,δαί,δαι,δαι,what? how?,what? how?,Particle,http://logeion.uchicago.edu/index.html#δαί,,,,,,T
ΔΑΙΔΑΛΕΟΣ,δαιδάλεος –α –ον,δαιδαλεος –α –ον,δαιδαλεος,cunningly,cunningly,Adjective,http://logeion.uchicago.edu/index.html#δαιδάλεος,,,1,,,
ΔΑΙΔΑΛΛΩ,δαιδάλλω – – – – –,δαιδαλλω – – – – –,δαιδαλλω,"to work cunningly, deck","to work cunningly, deck",Verb,http://logeion.uchicago.edu/index.html#δαιδάλλω,,,,,,
ΔΑΙΔΑΛΟΣ,δαίδαλος –ον,δαιδαλος –ον,δαιδαλος,cunningly,cunningly,Adjective,http://logeion.uchicago.edu/index.html#δαίδαλος,,,1,,,
ΔΑΙΖΩ,δαΐζω δαΐξω ἐδάϊξα – δεδαίαται/δεδάϊγμαι ἐδαΐχθην,δαιζω δαΐξω εδαϊξα – δεδαίαται/δεδαϊγμαι εδαΐχθην,δαιζω,cleave asunder,cleave asunder,Verb,http://logeion.uchicago.edu/index.html#δαΐζω,,,,,,
ΔΑΙΚΤΑΜΕΝΟΣ,δαϊκτάμενος –η –ον,δαϊκταμενος –η –ον,δαϊκταμενος,slain in battle,slain in battle,Adjective,http://logeion.uchicago.edu/index.html#δαϊκτάμενος,,,1,,,
ΔΑΙΜΟΝΙΟΝ,δαιμόνιον,δαιμονιον,δαιμονιον,"divine being, spirit","divine being, spirit",Noun,http://logeion.uchicago.edu/index.html#δαιμόνιον,,,2,,,
ΔΑΙΜΟΝΙΟΣ,δαιμόνιος [–α] –ον,δαιμονιος [–α] –ον,δαιμονιος,"of or belonging to a δαίμων; miraculous, marvellous","of or belonging to a δαίμων; miraculous, marvellous",Adjective,http://logeion.uchicago.edu/index.html#δαιμόνιος,,,1,,,
ΔΑΙΜΩΝ,δαίμων δαίμονος ὁ/ἡ,δαιμων δαιμονος ο/η,δαιμων,"divinity, god, spirit",god; divine power,Noun,http://logeion.uchicago.edu/index.html#δαίμων,,,3,,,
ΔΑΙΝΥΜΙ,δαίνυμι δαίσω ἔδαισα,δαινυμι δαισω εδαισα,δαινυμι,"divide, distribute food",to divide,Verb,http://logeion.uchicago.edu/index.html#δαίνυμι,,,,,,
ΔΑΙΟΣ/2,δάϊος [–α] –ον,δαϊος [–α] –ον,δαϊος,battle,battle,Adjective,http://logeion.uchicago.edu/index.html#δάϊος,,,1,,,
ΔΑΙΣ,δαίς δαιτός ἡ,δαις δαιτος η,δαις,"feast, banquet, meal",feast,Noun,http://logeion.uchicago.edu/index.html#δαίς,,,3,,,
ΔΑΙΣ/2,δάϊς –ϊος ἡ,δαϊς –ϊος η,δαϊς,"war, battle","war, battle",Noun,http://logeion.uchicago.edu/index.html#δάϊς,,,3,,,
ΔΑΙΣ/3,δαΐς δαΐδος; Att. contr. δᾴς δᾳδός ἡ,δαις δαιδος; Att. contr. δᾳς δᾳδος η,δαις,firebrand,"fire-brand, pinetorch",Noun,http://logeion.uchicago.edu/index.html#δαις,,,3,,,
ΔΑΙΤΑΛΕΥΣ,δαιταλεύς –έως ὁ,δαιταλευς -εως ο,δαιταλευς,"a banqueter, feaster","a banqueter, feaster",Noun,http://logeion.uchicago.edu/index.html#δαιταλεύς,,,3,,,
ΔΑΙΤΗ,δαίτη –ης ἡ,δαιτη –ης η,δαιτη,"a feast, banquet","a feast, banquet",Noun,http://logeion.uchicago.edu/index.html#δαίτη,,,1,,,
ΔΑΙΤΗΘΕΝ,δαίτηθεν,δαιτηθεν,δαιτηθεν,from a feast,from a feast,Adverb,http://logeion.uchicago.edu/index.html#δαίτηθεν,,,,,,
ΔΑΙΤΗΣ,δαίτης –ου ὁ,δαιτης –ου ο,δαιτης,priest who divided the victims,priest who divided the victims,Noun,http://logeion.uchicago.edu/index.html#δαίτης,,,1,,,
ΔΑΙΤΡΕΥΩ,δαιτρεύω δαιτρεύσω ἐδαίτρευσα,δαιτρευω δαιτρευσω εδαιτρευσα,δαιτρευω,to cut up,to cut up,Verb,http://logeion.uchicago.edu/index.html#δαιτρεύω,,,,,,
ΔΑΙΤΡΟΝ,δαιτρόν –οῦ τό,δαιτρον –ου το,δαιτρον,one's portion,one's portion,Noun,http://logeion.uchicago.edu/index.html#δαιτρόν,,,2,,,
ΔΑΙΤΡΟΣ,δαιτρός –οῦ ὁ,δαιτρος –ου ο,δαιτρος,one that carves,one that carves,Noun,http://logeion.uchicago.edu/index.html#δαιτρός,,,2,,,
ΔΑΙΤΡΟΣΥΝΗ,δαιτροσύνη –ης ἡ,δαιτροσυνη –ης η,δαιτροσυνη,"the art of carving meat, a helping at table","the art of carving meat, a helping at table",Noun,http://logeion.uchicago.edu/index.html#δαιτροσύνη,,,1,,,
ΔΑΙΤΥΜΩΝ/2,δαιτῠμών –όνος ὁ,δαιτῠμων –ονος ο,δαιτῠμων,"one that is entertained, an invited guest","one that is entertained, an invited guest",Noun,http://logeion.uchicago.edu/index.html#δαιτῠμών,,,3,,,
ΔΑΙΤΥΣ,δαιτύς –ύος ἡ,δαιτυς –υος η,δαιτυς,a meal,a meal,Noun,http://logeion.uchicago.edu/index.html#δαιτύς,,,3,,,
ΔΑΙΤΩΡ,Δαίτωρ –ορος ὁ,Δαιτωρ –ορος ο,Δαιτωρ,"Daetor, a Trojan","Daetor, a Trojan",Noun,http://logeion.uchicago.edu/index.html#Δαίτωρ,,,3,T,,
ΔΑΙΦΡΩΝ,δαΐφρων –ονος,δαιφρων –ονος,δαιφρων,"fiery-hearted, warlke","warlike, fiery, wise",Adjective,http://logeion.uchicago.edu/index.html#δαΐφρων,,,3,,,
ΔΑΙΦΡΩΝ/2,δαίφρων –ον,δαιφρων –ον,δαιφρων,battle,battle,Adjective,http://logeion.uchicago.edu/index.html#δαίφρων,,,1,,,
ΔΑΙΩ,δαίω – – – – –,δαιω – – – – –,δαιω,"to light up, make to burn, kindle","to light up, make to burn, kindle",Verb,http://logeion.uchicago.edu/index.html#δαίω,,,,,,
ΔΑΚΝΩ,δάκνω δήξομαι ἔδακον ––– δέδηγμαι ἐδήχθην,δακνω δηξομαι εδακον ––– δεδηγμαι εδηχθην,δακνω,bite; sting,to bite,Verb,http://logeion.uchicago.edu/index.html#δάκνω,,,,,,
ΔΑΚΟΣ,δάκος –ους τό,δακος -ους το,δακος,"an animal of which the bite is dangerous, a noxious beast","an animal of which the bite is dangerous, a noxious beast",Noun,http://logeion.uchicago.edu/index.html#δάκος,,,3,,,
ΔΑΚΡΥ,δάκρυ δάκρυος τό,δακρυ δακρυος το,δακρυ,tear,a tear,Noun,http://logeion.uchicago.edu/index.html#δάκρυ,,,3,,,
ΔΑΚΡΥΟΕΙΣ,δακρυόεις –εσσα –εν,δακρυοεις –εσσα –εν,δακρυοεις,"tearful, much-weeping","tearful, much-weeping",Adjective,http://logeion.uchicago.edu/index.html#δακρυόεις,,,2,,,
ΔΑΚΡΥΟΝ,δάκρυον –ου τό,δακρυον –ου το,δακρυον,a tear,a tear,Noun,http://logeion.uchicago.edu/index.html#δάκρυον,,,2,,,
ΔΑΚΡΥΠΛΩΩ,δακρυπλώω – – – – –,δακρυπλωω – – – – –,δακρυπλωω,to swim with tears,to swim with tears,Verb,http://logeion.uchicago.edu/index.html#δακρυπλώω,,,,,,
ΔΑΚΡΥΡΡΟΕΩ,δακρυρροέω δακρυρροήσω ἐδακρυρρόησα δεδακρυρρόηκα ––– –––,δακρυρροεω δακρυρροησω εδακρυρροησα δεδακρυρροηκα ––– –––,δακρυρροεω,"to melt into tears, shed tears","to melt into tears, shed tears",Verb,http://logeion.uchicago.edu/index.html#δακρυρροέω,,,,,,
ΔΑΚΡΥΣΙΣΤΑΚΤΟΣ,δακρυσίστακτος –ον,δακρυσιστακτος -ον,δακρυσιστακτος,dropping tears,dropping tears,Adjective,http://logeion.uchicago.edu/index.html#δακρυσίστακτος,,,1,,,
ΔΑΚΡΥΩ,δακρύω δακρύσω ἐδάκρυσα δεδάκρυκα δεδάκρυμαι –––,δακρυω δακρυσω εδακρυσα δεδακρυκα δεδακρυμαι –––,δακρυω,cry,"to weep, shed tears",Verb,http://logeion.uchicago.edu/index.html#δακρύω,,,,,,
ΔΑΚΤΥΛΟΣ,δάκτῠλος –ου ὁ,δακτῠλος –ου ο,δακτῠλος,a finger,a finger,Noun,http://logeion.uchicago.edu/index.html#δάκτῠλος,,,2,,,
ΔΑΛΟΣ,δαλός –οῦ ὁ,δαλος –ου ο,δαλος,"a fire-brand, piece of blazing wood","a fire-brand, piece of blazing wood",Noun,http://logeion.uchicago.edu/index.html#δαλός,,,2,,,
